TABLE_NAME                     COUNT(COLUMN_NAME)                               
TG_INTER_COMPANY                                4                               
TG_INVENTORY_DCAP_DETAIL                       17                               
TG_INVENTORY_ITEM                              39                               
TG_INVENTORY_ITEM_COMPOSITION                  14                               
TG_INVENTORY_ITEM_CONDITION                    11                               
TG_INVENTORY_ITEM_LABELS                        3                               
TG_INVENTORY_TRANSACTION                       24                               
TG_INVENTORY_TRANSACTION_TYPE                  13                               
TG_INVENTORY_TYPE                              11                               
TG_INVENTORY_TYPES_IN_REPORTS                   3                               
TG_INV_ITEM_ATTR_VALS                           3                               
TG_INV_ITEM_ATTR_VALUE                          3                               
TG_ITEM                                        56                               
TG_ITEM_BASE_PRICE                              6                               
TG_ITEM_COMPOSITION                            14                               
TG_ITEM_GROUP                                  23                               
TG_ITEM_GROUPS_ALARM_CODE                       3                               
TG_ITEM_GROUPS_IN_REPORTS                       3                               
TG_ITEM_GROUP_LABELS                            3                               
TG_ITEM_MAPPING                                16                               
TG_ITEM_PRICE_CRITERIA                         17                               
TG_ITEM_PRICE_MODIFIER                         16                               
TG_ITEM_SCHEME                                 13                               
TG_ITEM_SCHEME_PURPOSES                         3                               
TG_ITEM_STACK                                   6                               
TG_ITEM_STAGING                                24                               
TG_ITEM_TYPE_MAPPING                            5                               
TG_JOB                                         12                               
TG_JOB_DEFINITION                              16                               
TG_LABEL                                       13                               
TG_LABOR_DETAIL                                20                               
TG_LABOR_DETAIL_CLM_ATTR                        3                               
TG_LABOR_RATE                                  16                               
TG_LABOR_RATES                                 24                               
TG_LABOR_RATE_VALUES                            6                               
TG_LABOR_SPLIT                                 16                               
TG_LABOR_SPLIT_DETAILS                          5                               
TG_LABOR_SPLIT_DETAIL_AUDIT                    19                               
TG_LABOR_SPLIT_TYPE                            14                               
TG_LIMIT_OF_AUTHORITY_LEVEL                    15                               
TG_LIMIT_OF_AUTHORITY_SCHEME                   15                               
TG_LINE_ITEM                                   28                               
TG_LINE_ITEM_GROUP                             27                               
TG_LIST_OF_VALUES                              16                               
TG_LOA_AMOUNT                                   4                               
TG_LOCALIZED_MESSAGES                          13                               
TG_LOCATION                                    13                               
TG_LOGICAL_GROUP                                5                               
TG_LOGIN_HISTORY                                4                               
TG_MARKET                                      15                               
TG_MARKETING_INFORMATION                       24                               
TG_MARKET_TYPE                                 14                               
TG_MATCH_READ_INFO                             16                               
TG_MINIMUM_LABOR_ROUND_UP                      17                               
TG_MIN_LBR_ROUND_UP_APP_PRODU                   3                               
TG_MISC_ITEM                                    6                               
TG_MISC_ITEM_CONFIG                             8                               
TG_MISC_ITEM_CRITERIA                          17                               
TG_MISC_ITEM_RATE                               6                               
TG_MODEL_CATEGORY                               6                               
TG_MODEL_CATEGORY_SPLIT                         7                               
TG_MODEL_PROCESS                               14                               
TG_MODEL_PROJECT_ENTITY                        14                               
TG_MODEL_RULE                                  14                               
TG_MSA                                         30                               
TG_MSA_MAT                                      4                               
TG_NATIONAL_ACCOUNT                             4                               
TG_NON_OEM_PART_REPLACED                       23                               
TG_NON_OEM_PART_TO_REPLACE                     17                               
TG_NOTIFICATION_EVENT                          14                               
TG_NOTIFICATION_MESSAGE_PARAM                   5                               
TG_NOTIFICATION_PARAMETER                       5                               
TG_OEM_PART_REPLACED                           36                               
TG_OEM_PART_REPLACED_BATTERY_                   3                               
TG_OEM_PART_REPLACED_PART_RET                   3                               
TG_OEM_PART_TO_REPLACE                         19                               
TG_ON_CHARGE_VOLTAGE_TEST                      16                               
TG_ORGANIZATION                                 4                               
TG_ORGANIZATION_ADDRESS                         5                               
TG_ORGANIZATION_ORG_ADDRESSES                   3                               
TG_ORG_USER                                    29                               
TG_ORG_USER_BELONGS_TO_ORGS                     3                               
TG_ORG_USER_USER_GROUPS                         3                               
TG_ORIGINAL_EQUIP_MANUFACTURE                   4                               
TG_OWNERSHIP_STATE                             12                               
TG_PARTS_UPLOAD                                17                               
TG_PARTS_UPLOAD_EMAIL                          12                               
TG_PARTY                                       15                               
TG_PART_INFORMATION_AUDIT                      16                               
TG_PART_INVENTORY                              14                               
TG_PART_INVENTORY_SEARCH_REPO                  20                               
TG_PART_PAYMENT_INFO                           14                               
TG_PART_REP_CLM_ATTR                            3                               
TG_PART_RETURN                                  9                               
TG_PART_RETURN_ACTION                          14                               
TG_PART_RETURN_AUDIT                           17                               
TG_PART_RETURN_CONFIGURATION                   20                               
TG_PART_RETURN_DEFINITION                      25                               
TG_PAYMENT                                     16                               
TG_PAYMENT_CONDITION                           12                               
TG_PAYMENT_DEFINITION                          15                               
TG_PAYMENT_MODIFIER                            23                               
TG_PAYMENT_SECTION                             12                               
TG_PAYMENT_SECTION_VAR_LEVELS                   3                               
TG_PAYMENT_VARIABLE                            14                               
TG_PAYMENT_VARIABLE_LEVEL                      13                               
TG_POLICY                                      21                               
TG_POLICY_ATTACHMENTS                           3                               
TG_POLICY_AUDIT                                19                               
TG_POLICY_CATEGORY                              3                               
TG_POLICY_CATEGORY_POLICY                       3                               
TG_POLICY_CRITERIA                             23                               
TG_POLICY_DEFINITION                           41                               
TG_POLICY_DEFINITION_AUDIT                     14                               
TG_POLICY_DEFINITION_LABELS                     3                               
TG_POLICY_DEF_APPLICABILITY_T                   3                               
TG_POLICY_FEES                                  7                               
TG_POLICY_FOR_DEALER_GROUPS                     3                               
TG_POLICY_FOR_ITEMCONDITIONS                    3                               
TG_POLICY_FOR_PRODUCTS                          3                               
TG_POLICY_FOR_SERVICEPROVIDER                   3                               
TG_POLICY_NOT_FOR_PROVIDERS                     3                               
TG_POLICY_RATE                                 15                               
TG_POLICY_RATES                                17                               
TG_POLICY_RATES_POLICY_DEFS                     3                               
TG_POLICY_RATES_POLICY_LABELS                   3                               
TG_PRICE_MATRIX                                10                               
TG_PRODUCT_LOCALE                               3                               
TG_PURPOSE                                     13                               
TG_QUESTION_I18N_TEXT                           3                               
TG_RECOVERABLE_PART                            18                               
TG_RECOVERABLE_PART_BAR_CODES                   3                               
TG_RECOVERY_CLAIM                              24                               
TG_RECOVERY_CLAIM_INFO                         13                               
TG_RECOVERY_FORMULA                            21                               
TG_RECOVERY_INFO                               13                               
TG_RECOVERY_INFO_COMMENTS                       3                               
TG_RECOVERY_PAYMENT                            19                               
TG_REC_CLAIM_AUDIT                             18                               
TG_REC_CLAIM_INFO_REC_PARTS                     3                               
TG_REC_CLM_COST_LINE_ITEMS                      3                               
TG_REC_CLM_REC_CLM_AUDITS                       3                               
TG_REC_INFO_REP_PARTS_REC                       3                               
TG_REC_PMT_PREV_CRED_MEMOS                      3                               
TG_RELATE_CAMPAIGN                             14                               
TG_REMOTE_INTERACTION                           7                               
TG_REPORTI18NTEXT                              13                               
TG_REPORT_ANSWER_ATTACHMENTS                    3                               
TG_REPORT_FORM_ANSWER                          16                               
TG_REPORT_FORM_ANSWER_OPTION                   15                               
TG_REPORT_FORM_QUESTION                        18                               
TG_REPORT_SECTION                              12                               
TG_REPORT_SECTIONS                              3                               
TG_REPORT_SECTION_QUESTIONNAI                   3                               
TG_REQUEST_WNTY_CVG                            11                               
TG_REQUEST_WNTY_CVG_AUDIT                      15                               
TG_ROLE                                        14                               
TG_ROLES_IN_GROUP                               3                               
TG_ROLE_GROUP                                  19                               
TG_ROLE_SCHEME                                 13                               
TG_ROLE_SCHEME_PURPOSES                         3                               
TG_RULE_FAILURE                                13                               
TG_SAVED_QUERY                                 18                               
TG_SECTION                                     14                               
TG_SECTIONS_IN_PYMT_DEFN                        4                               
TG_SECTION_I18N_TEXT                            3                               
TG_SECTION_QUESTION_ANSWERS                     3                               
TG_SEL_ADDTL_MKTING_INFO                       14                               
TG_SERIALIZED_ITEM_REPLACEMEN                  17                               
TG_SERVICE                                     31                               
TG_SERVICE_INACTIVE_LABOR_DET                   3                               
TG_SERVICE_INFORMATION                         27                               
TG_SERVICE_INFO_FAULT_CLM_ATT                   3                               
TG_SERVICE_INFO_PART_CLM_ATTR                   3                               
TG_SERVICE_LABOR_PERFORMED                      3                               
TG_SERVICE_MISC_PARTS_REPLACE                   3                               
TG_SERVICE_NONOEMPARTS_REPLAC                   3                               
TG_SERVICE_OEMPARTS_REPLACED                    3                               
TG_SERVICE_PROCEDURE                           15                               
TG_SERVICE_PROCEDURE_DEFINITI                  14                               
TG_SERVICE_PROCEDURE_DEF_LABE                   3                               
TG_SERVICE_PROC_DEF_COMPS                       4                               
TG_SERVICE_PROVIDER                            18                               
TG_SHIPMENT                                    19                               
TG_SOURCE_WAREHOUSE                            14                               
TG_SPECIFIC_GRAVITY_INFO                       13                               
TG_SPLIT_TYPE                                   5                               
TG_STG_COPY_JOB_CODE_FF                        14                               
TG_STG_COST_PRICE                              16                               
TG_STG_DRAFT_CLAIM                             61                               
TG_STG_INSTALL_BASE                            50                               
TG_STG_JOB_CODE                                26                               
TG_STG_PART_SRC_HIST_UPLD                      21                               
TG_STG_REQUESTS_FOR_EXTENSION                  22                               
TG_STG_SUPPLIER_DECISION                       12                               
TG_STG_THIRD_PARTY                             26                               
TG_STG_WARRANTY_COVERAGES                      18                               
TG_STG_WARRANTY_REGISTRATIONS                  38                               
TG_STG_WNTY_CVG_EXCLUSION                      12                               
TG_SUPPLIER                                     5                               
TG_SUPPLIER_LABELS                              3                               
TG_SUPPLIER_LOCATIONS                           6                               
TG_SUPPLIER_PART_RETURN                        10                               
TG_SUP_REC_COST_CATEGORY                       18                               
TG_SUP_REC_PMT_AUDIT                           17                               
TG_SYNC_ERROR                                   5                               
TG_SYNC_FILE                                   11                               
TG_SYNC_STATUS                                 10                               
TG_SYNC_TRACKER                                26                               
TG_SYNC_TYPE                                   10                               
TG_TECHNICIAN                                   9                               
TG_TEXT                                        13                               
TG_THIRD_PARTY                                  4                               
TG_TK_DEALERSHIPS_DISTANCE                      8                               
TG_TRANSACTION_TYPE                            13                               
TG_TRAVEL_DETAIL                               23                               
TG_TRAVEL_RATE                                 23                               
TG_TRAVEL_RATES                                24                               
TG_TRAVEL_RATE_VALUES                          10                               
TG_TREAD_BUCKET                                12                               
TG_UOM_MAPPINGS                                16                               
TG_UPLOAD_ERROR                                 5                               
TG_UPLOAD_HISTORY                              19                               
TG_UPLOAD_MGT                                  16                               
TG_UPLOAD_MGT_META_DATA                         7                               
TG_UPLOAD_MGT_UPLOAD_ERRORS                     3                               
TG_UPLOAD_ROLES                                 3                               
TG_USER_ATTR_VALS                               3                               
TG_USER_ATTR_VALUE                              3                               
TG_USER_BU_AVAILABILITY                         8                               
TG_USER_CLUSTER                                16                               
TG_USER_CLUSTER_USER                            3                               
TG_USER_COMMENT                                15                               
TG_USER_EVENT_STATES                            3                               
TG_USER_GROUP                                  12                               
TG_USER_GROUP_ATTR_VALS                         3                               
TG_USER_GROUP_ATTR_VALUE                        3                               
TG_USER_ROLES                                   3                               
TG_USER_SCHEME                                 13                               
TG_USER_SCHEME_PURPOSES                         3                               
TG_WAREHOUSE                                   13                               
TG_WAREHOUSE_INSPECTORS                         3                               
TG_WAREHOUSE_PART_SHIPPERS                      3                               
TG_WAREHOUSE_RECIEVERS                          3                               
TG_WAREHOUSE_WAREHOUSE_BINS                     3                               
TG_WARRANTY                                    36                               
TG_WARRANTY_ATTACHMENTS                         3                               
TG_WARRANTY_AUDIT                              16                               
TG_WARRANTY_TASK_INCLUDED_ITE                   3                               
TG_WARRANTY_TASK_INSTANCE                      17                               
TG_WARRANTY_TYPE                               11                               
TG_WATCHED_DEALERSHIP                          12                               
TG_WATCHED_PART                                12                               
THIRD_PARTY                                     2                               
TK_DEALERSHIPS_DISTANCE                         6                               
TRANSACTION_TYPE                               11                               
TRANSITION_CONDITIONS                           4                               
TRAVEL_DETAIL                                  21                               
TRAVEL_RATE                                    21                               
TRAVEL_RATES                                   22                               
TRAVEL_RATE_VALUES                              8                               
TREAD_BUCKET                                   10                               
TREE                                            2                               
TSESA_316                                       4                               
TSESA_316_1                                     6                               
TSESA_335                                       2                               
TSESA_355                                       5                               
TSESA_355_1                                     3                               
TSESA_393                                      11                               
T_771                                          41                               
T_772                                          28                               
UOM_MAPPINGS                                   14                               
UPDATE_CLAIM_AUDIT_LOG                          6                               
UPDATE_PAYMENT_LOG_TEST                         6                               
UPLOAD_ERROR                                    3                               
UPLOAD_HISTORY                                 17                               
UPLOAD_MGT                                     14                               
UPLOAD_MGT_META_DATA                            5                               
UPLOAD_MGT_UPLOAD_ERRORS                        2                               
UPLOAD_ROLES                                    2                               
USER_ATTR_VALS                                  2                               
USER_ATTR_VALUE                                 1                               
USER_BU_AVAILABILITY                            6                               
USER_CLUSTER                                   14                               
USER_CLUSTER_USER                               2                               
USER_COMMENT                                   13                               
USER_EVENT_STATES                               2                               
USER_GROUP                                     10                               
USER_GROUP_ATTR_VALS                            2                               
USER_GROUP_ATTR_VALUE                           1                               
USER_ROLES                                      2                               
USER_SCHEME                                    11                               
USER_SCHEME_PURPOSES                            2                               
VENDOR_RECOVERY_EXTRACT                        44                               
VENDOR_RECOVERY_EXTRACT_HELPER                  2                               
WAREHOUSE                                      11                               
WAREHOUSE_INSPECTORS                            2                               
WAREHOUSE_PART_SHIPPERS                         2                               
WAREHOUSE_RECIEVERS                             2                               
WAREHOUSE_WAREHOUSE_BINS                        2                               
WARRANTY                                       34                               
WARRANTY_ATTACHMENTS                            2                               
WARRANTY_AUDIT                                 14                               
WARRANTY_PAYOUT_VIEW                            7                               
WARRANTY_TASK_INCLUDED_ITEMS                    2                               
WARRANTY_TASK_INSTANCE                         15                               
WARRANTY_TYPE                                   9                               
WATCHED_DEALERSHIP                             10                               
WATCHED_PART                                   10                               
X_OWNERSHIP_STATE                              12                               
X_VALID_TALES                                   7                               

948 rows selected.

